time_stamp,Quarter_1,quarter,startup,sector,current_status,proof_of_concept,prototype_development,product_development,field_trails,market_launch,external_loans,angel_funds,vc_funds,other_funds,aic_funds,purpose,employees,turnover,gst_filed,total_funding,dev_stage_score,status_score,rev_per_emp,performance_score
10-14-2024 18:29:06,Q2 - July 2024 - Sept 2024,Q2 2024,EROYAL TECH SYSTEMS PRIVATE LIMITED,IT Services,Active,4,4,4,4,3,0,0,0,0,0,Commercialisation,0.7213114754098361,0.9999999999999999,1.0,0.0,0.9500000000000001,1.0,1.0,0.7671311475409835
01-09-2025 15:21,Q3 - Oct 2024 - Dec 2025,Q3 2024,EROYAL TECH SYSTEMS PRIVATE LIMITED,IT Services,Active,4,4,4,4,4,0,0,0,0,1500000,Commercialisation,0.6818181818181819,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.968181818181818
4-24-2025 11:28:37,Q4 - Jan 2025 to March 2025,Q4 2025,EROYAL TECH SYSTEMS PRIVATE LIMITED,IT Services,Active,2,2,4,4,4,0,0,0,0,0,Commercialisation,0.671875,1.0,1.0,0.0,0.8,1.0,0.4811877388552407,0.6693656608282861
7-20-2023 11:50:04,Q1- Apr 2023 to June 2023,Q1 2023,FLOWGET SOLUTIONS PVT LTD,Internet of Things,Graduated,4,4,4,4,3,0,0,0,0,1450640,Commercialisation,0.09375,0.0,0.0,0.2676141562619912,1.0,0.0,0.0,0.16289783125239826
10-13-2023 14:55:16,Q2 - July 2023 - Sept 2023,Q2 2023,FLOWGET SOLUTIONS PVT LTD,Internet of Things,Graduated,4,4,3,4,3,0,0,0,0,0,Commercialisation,0.03389830508474577,0.004702006439188632,0.003984803371566089,0.0,0.9,0.0,0.05015473535134541,0.10248702275813017
01-05-2024 02:15,Q3 - Oct 2023 - Dec 2023,Q3 2023,FLOWGET SOLUTIONS PVT LTD,Internet of Things,Graduated,4,4,3,3,3,0,0,0,0,0,Prototype Development,0.015873015873015872,0.0,0.0,0.0,0.8500000000000001,0.0,0.0,0.0865873015873016
04-10-2024 14:44,Q4 - Jan 2024 to March 2024,Q4 2024,FLOWGET SOLUTIONS PVT LTD,Internet of Things,Graduated,4,4,4,4,4,0,0,0,0,0,Prototype Development,0.05555555555555555,0.00122899665683076,0.001041522526123098,0.0,1.0,0.0,0.015157625434246041,0.10824060078751248
6-28-2024 12:12:03,Q1 - Apr 2024 to June 2024,Q1 2024,FLOWGET SOLUTIONS PVT LTD,Internet of Things,Graduated,4,4,4,4,4,0,0,0,0,0,Prototype Development,0.032786885245901634,0.0,0.0,0.0,1.0,0.0,0.0,0.10327868852459017
10-09-2024 10:56,Q2 - July 2024 to Sept 2024,Q2 2024,FLOWGET SOLUTIONS PVT LTD,Internet of Things,Graduated,4,4,4,4,4,0,0,0,0,0,Prototype Development,0.032786885245901634,0.0,0.0,0.0,1.0,0.0,0.0,0.10327868852459017
01-06-2025 10:56,Q3 - Oct 2024 to Dec 2024,Q3 2024,FLOWGET SOLUTIONS PVT LTD,Internet of Things,Graduated,4,4,4,4,4,0,0,0,0,0,Prototype Development,0.045454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,0.10454545454545455
10-13-2023 15:06:14,Q2 - July 2023 to Sept 2023,Q2 2023,FUTURE GURUKULS EDUTECH PVT LTD,Edu-Tech,Graduated,4,4,4,4,4,0,0,0,0,1128720,Product Trail,0.2542372881355932,0.3627083699818057,0.019823413036669346,0.37624,1.0,0.0,0.7254167399636114,0.40214367360721937
01-05-2024 08:45,Q3 - Oct 2023 to Dec 2023,Q3 2023,FUTURE GURUKULS EDUTECH PVT LTD,Edu-Tech,Graduated,4,4,4,4,4,0,0,0,0,0,Commercialisation,0.30158730158730157,0.25,0.0,0.0,1.0,0.0,0.39843750000000006,0.2524243551587302
04-12-2024 22:39,Q4 - Jan 2024 to March 2024,Q4 2024,FUTURE GURUKULS EDUTECH PVT LTD,Edu-Tech,Graduated,4,4,4,4,4,0,0,0,0,0,Proof of Concept,0.38888888888888884,0.2643811519058959,0.0,0.0,1.0,0.0,0.6521401747012099,0.3028052030705443
07-01-2024 15:45,Q1 - Apr 2024 to June 2024,Q1 2024,FUTURE GURUKULS EDUTECH PVT LTD,Edu-Tech,Graduated,4,4,4,4,4,0,0,0,0,0,Commercialisation,0.4754098360655738,0.47540532166340044,0.0,0.0,1.0,0.0,0.6814142943842072,0.36860445818003856
10-14-2024 22:33:53,Q2- July 2024 - Sept 2024,Q2 2024,FUTURE GURUKULS EDUTECH PVT LTD,Edu-Tech,Graduated,4,4,4,4,4,0,0,0,0,0,Commercialisation,0.4754098360655738,0.15855887739046334,0.4314941409259864,0.0,1.0,0.0,0.23783831608569506,0.26600586445962615
1-14-2025 22:33:53,Q3- Oct 2024 - Dec 2024,Q3 2024,FUTURE GURUKULS EDUTECH PVT LTD,Edu-Tech,Graduated,4,4,4,4,4,0,0,0,0,0,Commercialisation,0.4545454545454546,0.211268066852822,0.49262366437409,0.0,1.0,0.0,0.316902100279233,0.2950692436470449
7-21-2023 19:21:46,Q1- Apr 2023 to June 2023,Q1 2023,INDIGUARD SYSTEMS PRIVATE LIMITED,Home Automation,Active,4,4,3,3,3,0,0,0,0,450615,Prototype Development,0.0625,0.10047328828977915,0.027982644176459025,0.08312948286549189,0.8333333333333333,1.0,1.0,0.38412581639652243
01-05-2024 22:29,Q3 - Oct 2023 - Dec 2023,Q3 2023,INDIGUARD SYSTEMS PRIVATE LIMITED,Home Automation,Active,4,4,4,4,3,0,0,0,0,0,Market Entry,0.047619047619047616,0.0,0.0,0.0,0.9500000000000001,1.0,0.0,0.19976190476190478
4-15-2024 11:12:33,Q4 - Jan 2024 to March 2024,Q4 2024,INDIGUARD SYSTEMS PRIVATE LIMITED,Home Automation,Active,4,4,4,4,3,0,0,0,0,0,Prototype Development,0.08333333333333333,0.0,0.0,0.0,0.9500000000000001,1.0,0.0,0.20333333333333337
6-29-2024 18:04:56,Q1 - Apr 2024 to June 2024,Q1 2024,INDIGUARD SYSTEMS PRIVATE LIMITED,Home Automation,Active,4,4,4,4,3,0,0,0,0,0,Market Entry,0.04918032786885246,0.0,0.0,0.0,0.9500000000000001,1.0,0.0,0.19991803278688525
10-09-2024 14:11,Q2 - July 2024 to Sept 2024,Q2 2024,INDIGUARD SYSTEMS PRIVATE LIMITED,Home Automation,Active,4,4,4,4,3,0,0,0,0,0,Market Entry,0.04918032786885246,0.0,0.0030821010066141886,0.0,0.9500000000000001,1.0,0.0,0.20022624288754667
01-06-2025 02:18,Q3 - Oct 2024 to Dec 2024,Q3 2024,INDIGUARD SYSTEMS PRIVATE LIMITED,Home Automation,Active,4,4,4,4,4,0,0,0,0,0,Market Entry,0.06060606060606061,0.0422536133705644,0.0,0.0,1.0,1.0,0.47535315041884946,0.2879269819660746
4-13-2025 17:17:35,Q4 - Jan 2025 to Mar 2025,Q4 2025,INDIGUARD SYSTEMS PRIVATE LIMITED,Home Automation,Active,4,4,4,4,4,0,0,0,0,0,Commercialisation,0.0625,0.007723661997206661,0.009411178418464911,0.0,1.0,1.0,0.039952713110268774,0.21511494030768846
7-19-2023 11:36:49,Q1- Apr 2023 to June 2023,Q1 2023,INFAB SEMICONDUCTOR PRIVATE LIMITED,Nano Tech,Active,4,3,1,1,1,0,0,0,0,4500000,Prototype Development,0.1875,0.0,0.0,0.8301602762773399,0.25,1.0,0.0,0.309782055255468
10-18-2023 12:15:35,Q2 - July 2023 - Sept 2023,Q2 2023,INFAB SEMICONDUCTOR PRIVATE LIMITED,Nano Tech,Active,3,3,1,1,1,0,0,0,0,0,Market Entry,0.03389830508474577,0.0,0.0,0.0,0.45,1.0,0.0,0.1483898305084746
01-04-2024 11:47,Q3 - Oct 2023 - Dec 2023,Q3 2023,INFAB SEMICONDUCTOR PRIVATE LIMITED,Nano Tech,Active,3,3,1,1,1,0,0,0,0,0,Prototype Development,0.07936507936507936,0.0,0.0,0.0,0.45,1.0,0.0,0.15293650793650795
4-13-2024 11:00:09,Q4 - Jan 2024 to March 2024,Q4 2024,INFAB SEMICONDUCTOR PRIVATE LIMITED,Nano Tech,Active,3,4,3,3,3,0,0,0,0,0,Prototype Development,0.11111111111111112,0.0,0.0,0.0,0.8,1.0,0.0,0.19111111111111112
Old Datas,Q2 - July 2024 to Sept 2024,Q2 2024,INFAB SEMICONDUCTOR PRIVATE LIMITED,Nano Tech,Active,3,4,3,3,3,0,0,0,0,0,Prototype Development,0.06557377049180328,0.0,0.0,0.0,0.8,1.0,0.0,0.18655737704918035
10-19-2023 17:18:15,Q2 - July 2023 to Sept 2023,Q2 2023,JESVID CRYO TECHNOLOGIES PRIVATE LIMITED,Industrial Design,Active,0,0,0,0,0,0,0,0,0,0,Market Entry,1.0,0.49870973589192896,0.11739425200315588,0.0,0.0,1.0,0.2659785258090288,0.3763136380446521
01-08-2024 11:40,Q3 - Oct 2023 to Dec 2023,Q3 2023,JESVID CRYO TECHNOLOGIES PRIVATE LIMITED,Industrial Design,Active,0,0,0,0,0,0,0,0,0,2400000,Market Entry,1.0,0.43333333333333335,0.33783783783783783,1.0,0.0,1.0,0.21582031250000003,0.574490163992117
04-10-2024 15:17,Q4 - Jan 2024 to March 2024,Q4 2024,JESVID CRYO TECHNOLOGIES PRIVATE LIMITED,Industrial Design,Active,0,0,0,0,0,0,0,0,0,0,Market Entry,0.8055555555555555,0.07555735025521129,0.0695739830409551,0.0,0.0,1.0,0.09318739864809393,0.220380401220668
07-09-2024 10:09,Q1 - Apr 2024 - Jun 2024,Q1 2024,JESVID CRYO TECHNOLOGIES PRIVATE LIMITED,Industrial Design,Active,0,0,0,0,0,0,0,0,0,0,Market Entry,1.0,0.21487666856868412,0.40875337228803915,0.0,0.0,1.0,0.14902736691053897,0.31694860940755576
10-08-2024 16:46,Q2 - July 2024 to Sept 2024,Q2 2024,JESVID CRYO TECHNOLOGIES PRIVATE LIMITED,Industrial Design,Active,0,0,0,0,0,0,0,0,0,0,Market Entry,1.0,0.15007161708094532,0.045306884797228573,0.0,0.0,1.0,0.10892294788133129,0.25838703493215887
1-18-2025 16:46:54,Q3 - Oct 2024 - Dec 2024,Q3 2024,JESVID CRYO TECHNOLOGIES PRIVATE LIMITED,Industrial Design,Active,0,0,0,0,0,0,0,0,0,800000,Market Entry,1.0,0.26087106246499553,0.13709575829912532,0.5333333333333333,0.0,1.0,0.1778666334988606,0.4122740031376573
4-23-2025 15:41:46,Q4 - Jan 2025 to March 2025,Q4 2025,JESVID CRYO TECHNOLOGIES PRIVATE LIMITED,Industrial Design,Active,0,0,0,0,0,0,0,0,0,0,Market Entry,1.0,0.18389671421920623,0.11079297344489115,0.0,0.0,1.0,0.05945344212837615,0.2659714922185471
7-19-2023 9:16:35,Q1- Apr 2023 to June 2023,Q1 2023,MICROBEAR APPLIED SCIENCES PRIVATE LIMITED,Technology Hardware,Active,2,2,1,1,1,0,0,0,0,0,Product Trail,0.0625,0.0,0.0,0.0,0.0,1.0,0.0,0.10625000000000001
10-13-2023 16:37:26,Q2 - July 2023 - Sept 2023,Q2 2023,MICROBEAR APPLIED SCIENCES PRIVATE LIMITED,Technology Hardware,Active,2,3,1,1,1,0,0,0,3000000,0,Product Trail,0.01694915254237288,0.0,0.0,1.0,0.4,1.0,0.0,0.34169491525423734
01-02-2024 14:09,Q3 - Oct 2023 - Dec 2023,Q3 2023,MICROBEAR APPLIED SCIENCES PRIVATE LIMITED,Technology Hardware,Active,2,3,3,1,1,0,0,0,0,1080000,Product Trail,0.015873015873015872,0.0,0.0,0.45,0.5,1.0,0.0,0.2415873015873016
04-09-2024 10:21,Q4 - Jan 2024 to March 2024,Q4 2024,MICROBEAR APPLIED SCIENCES PRIVATE LIMITED,Technology Hardware,Active,4,4,3,1,1,2700000,0,0,3500000,0,Product Trail,0.027777777777777776,0.0,0.0,0.9999999999999999,0.65,1.0,0.0,0.36777777777777776
6-27-2024 9:35:23,Q1 - Apr 2024 to June 2024,Q1 2024,MICROBEAR APPLIED SCIENCES PRIVATE LIMITED,Technology Hardware,Active,4,4,3,1,1,0,0,0,0,0,Product Trail,0.032786885245901634,0.0,0.0,0.0,0.65,1.0,0.0,0.16827868852459016
10-13-2024 11:59:14,Q2 - July 2024 to Sept 2024,Q2 2024,MICROBEAR APPLIED SCIENCES PRIVATE LIMITED,Technology Hardware,Active,4,4,3,1,1,0,0,0,0,0,Product Trail,0.032786885245901634,0.0,0.0,0.0,0.65,1.0,0.0,0.16827868852459016
01-10-2025 10:24,Q3 - Oct 2024 to Dec 2024,Q3 2024,MICROBEAR APPLIED SCIENCES PRIVATE LIMITED,Technology Hardware,Active,4,4,3,1,1,0,0,0,0,810000,Product Trail,0.045454545454545456,0.0,0.0,0.54,0.65,1.0,0.0,0.27754545454545454
7-20-2023 12:37:18,Q1- Apr 2023 to June 2023,Q1 2023,NEVAR SYSTEMS PVT LTD,UAV,Graduated,4,4,3,3,3,4000000,0,0,0,1420640,Market Entry,0.46875,0.25329400409188024,0.23514827039041197,1.0,0.8333333333333333,0.0,0.33613445378151263,0.46746682946257145
01-05-2024 11:27,Q3- Oct 2023 - Dec 2023,Q3 2023,NEVAR SYSTEMS PVT LTD,UAV,Graduated,4,4,4,4,3,900000,0,0,0,0,Prototype Development,0.25396825396825395,0.5333333333333333,1.0,0.375,0.9500000000000001,0.0,1.0,0.5787301587301588
04-10-2024 16:16,Q4- Jan 2024 - Mar 2024,Q4 2024,NEVAR SYSTEMS PVT LTD,UAV,Graduated,4,4,4,4,3,1400000,0,0,0,0,Prototype Development,0.4722222222222222,0.38961432912447813,0.17780017888244085,0.22580645161290322,0.9500000000000001,0.0,0.8008738987558718,0.4226981975275472
6-28-2024 12:13:01,Q1 - Apr 2024 - Jun 2024,Q1 2024,NEVAR SYSTEMS PVT LTD,UAV,Graduated,4,4,4,4,3,0,0,0,0,0,Commercialisation,0.2295081967213115,0.02377026608317002,0.02379855318018083,0.0,0.9500000000000001,0.0,0.06814142943842072,0.13649445592670484
10-14-2024 10:26:49,Q2 - July 2024 - Sept 2024,Q2 2024,NEVAR SYSTEMS PVT LTD,UAV,Graduated,4,4,4,4,4,0,0,0,0,0,Prototype Development,0.3442622950819672,0.0753154667604701,0.0,0.0,1.0,0.0,0.1540543638282343,0.1763632507725494
1-19-2025 10:26:49,Q3 - Oct 2024 - Dec 2025,Q3 2024,NEVAR SYSTEMS PVT LTD,UAV,Graduated,4,4,4,4,4,0,0,0,0,0,Prototype Development,0.33333333333333337,0.0,0.0,0.0,1.0,0.0,0.0,0.13333333333333336
04-11-2025 09:52,Q4 - Jan 2025 to Mar 2025,Q4 2025,NEVAR SYSTEMS PVT LTD,UAV,Graduated,4,4,4,4,4,0,0,0,0,0,Commercialisation,0.125,0.3866401751435249,0.0,0.0,1.0,0.0,1.0,0.3591600437858812
7-19-2023 18:55:08,Q1- Apr 2023 to June 2023,Q1 2023,NILAIYANA STUDIOS PRIVATE LIMITED,Fashion / Textile,Active,2,2,3,3,3,0,0,0,0,0,Market Entry,0.125,0.025329400409188022,0.009405930815616479,0.0,0.5,1.0,0.12605042016806722,0.18868050620906873
10-18-2023 12:08:09,Q2 - July 2023 - Sept 2023,Q2 2023,NILAIYANA STUDIOS PRIVATE LIMITED,Fashion / Textile,Active,3,2,3,3,1,0,0,0,0,0,Market Entry,0.05084745762711865,0.008028468592809276,0.001982341303666935,0.0,0.6000000000000001,1.0,0.06422774874247421,0.17692425935265202
01-04-2024 10:27,Q3 - Oct 2023 - Dec 2023,Q3 2023,NILAIYANA STUDIOS PRIVATE LIMITED,Fashion / Textile,Active,2,2,2,3,1,0,0,0,0,0,Market Entry,0.047619047619047616,0.008333333333333333,0.001858108108108108,0.0,0.5,1.0,0.06640625,0.16699198640604893
04-12-2024 12:46,Q4 - Jan 2024 to March 2024,Q4 2024,NILAIYANA STUDIOS PRIVATE LIMITED,Fashion / Textile,Active,3,3,3,3,1,0,0,0,2000000,1200000,Market Entry,0.11111111111111112,0.013914797468731362,0.0005797831920079593,0.5161290322580645,0.65,1.0,0.10296950126861208,0.2983190204393995
6-28-2024 9:46:25,Q1 - Apr 2024 to June 2024,Q1 2024,NILAIYANA STUDIOS PRIVATE LIMITED,Fashion / Textile,Active,2,3,3,3,1,0,0,0,0,0,Market Entry,0.04918032786885246,0.0023053592560762447,0.00030532221588328663,0.0,0.6000000000000001,1.0,0.024782612002819625,0.1692422966229156
10-08-2024 10:56,Q2 - July 2024 to Sept 2024,Q2 2024,NILAIYANA STUDIOS PRIVATE LIMITED,Fashion / Textile,Active,3,3,3,3,3,0,0,0,0,0,Market Entry,0.04918032786885246,0.0,0.0,0.0,0.75,1.0,0.0,0.17991803278688526
1-15-2025 22:33:53,Q3 - Oct 2024 to Dec 2024,Q3 2024,NILAIYANA STUDIOS PRIVATE LIMITED,Fashion / Textile,Active,3,3,3,3,3,0,0,0,0,0,Market Entry,0.06060606060606061,0.004759658278127227,0.011578063608975042,0.0,0.75,1.0,0.0535461556289313,0.1914402503353751
4-17-2025 22:39:23,Q4 - Jan 2025 to Mar 2025,Q4 2025,NILAIYANA STUDIOS PRIVATE LIMITED,Fashion / Textile,Active,3,3,3,3,3,0,0,0,0,0,Market Entry,0.0625,0.005065710838239364,0.0008570894631101972,0.0,0.75,1.0,0.02620374789742902,0.18653269884048523
7-21-2023 11:47:27,Q1- Apr 2023 to June 2023,Q1 2023,OLI LOGIC TECHNOLOGIES PVT LTD,Mobility,Graduated,4,4,4,3,3,0,0,0,480000,488585,Market Entry,0.03125,0.0,0.0,0.17868462026624163,0.9166666666666667,0.0,0.0,0.13052859071991502
10-18-2023 17:16:44,Q2 - July 2023 - Sept 2023,Q2 2023,OLI LOGIC TECHNOLOGIES PVT LTD,Mobility,Graduated,4,4,4,3,1,0,0,0,0,0,Prototype Development,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.08000000000000002
01-04-2024 10:00,Q3 - Oct 2023 - Dec 2023,Q3 2023,OLI LOGIC TECHNOLOGIES PVT LTD,Mobility,Graduated,4,4,4,3,1,0,0,0,480000,0,Product Trail,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.12000000000000002
04-12-2024 22:01,Q4 - Jan 2024 to March 2024,Q4 2024,OLI LOGIC TECHNOLOGIES PVT LTD,Mobility,Graduated,4,4,4,3,1,0,0,0,0,0,Market Entry,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.08000000000000002
07-01-2024 16:53,Q1 - Apr 2024 to June 2024,Q1 2024,OLI LOGIC TECHNOLOGIES PVT LTD,Mobility,Graduated,4,4,4,3,1,0,0,0,0,0,Market Entry,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.08000000000000002
10-10-2024 10:37,Q2 - July 2024 to Sept 2024,Q2 2024,OLI LOGIC TECHNOLOGIES PVT LTD,Mobility,Graduated,4,4,4,3,3,0,0,0,0,0,Market Entry,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.09000000000000001
01-07-2025 08:35,Q3 - Oct 2024 to Dec 2024,Q3 2024,OLI LOGIC TECHNOLOGIES PVT LTD,Mobility,Graduated,4,4,4,3,1,0,0,0,0,0,Market Entry,0.015151515151515152,0.0,0.0,0.0,0.8,0.0,0.0,0.08151515151515153
4-16-2025 21:59:54,Q4 - Jan 2025 to Mar 2025,Q4 2025,OLI LOGIC TECHNOLOGIES PVT LTD,Mobility,Graduated,4,4,4,3,1,0,0,0,0,0,Product Trail,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.08000000000000002
10-15-2023 22:15:12,Q2 - July 2023 - Sept 2023,Q2 2023,SCALEJET TECHNOLOGIES PRIVATE LIMITED,IT Services,Active,4,4,3,3,1,0,0,0,0,0,Market Entry,0.05084745762711865,0.0,0.0,0.0,0.75,1.0,0.0,0.18008474576271188
12-25-2023 11:19:03,Q3 - Oct 2023 - Dec 2023,Q3 2023,SCALEJET TECHNOLOGIES PRIVATE LIMITED,IT Services,Active,2,2,3,3,3,0,0,0,0,1620000,Market Entry,0.1111111111111111,0.0,0.0,0.675,0.65,1.0,0.0,0.3111111111111111
04-12-2024 09:46,Q4 - Jan 2024 to March 2024,Q4 2024,SCALEJET TECHNOLOGIES PRIVATE LIMITED,IT Services,Active,4,4,3,0,3,0,0,0,0,0,Market Entry,0.16666666666666663,0.0,0.0,0.0,0.7000000000000001,1.0,0.0,0.18666666666666668
07-03-2024 10:07,Q1 - Apr 2024 to June 2024,Q1 2024,SCALEJET TECHNOLOGIES PRIVATE LIMITED,IT Services,Active,4,4,3,4,3,0,0,0,0,0,Market Entry,0.06557377049180328,0.003085380537595469,0.002617847460529108,0.0,0.9,1.0,0.026534272623321028,0.20157064782313028
10-08-2024 13:46,Q2 - July 2024 to Sept 2024,Q2 2024,SCALEJET TECHNOLOGIES PRIVATE LIMITED,IT Services,Active,4,4,3,4,3,0,0,0,0,0,Market Entry,0.09836065573770492,0.0012354114931877951,0.0,0.0,0.9,1.0,0.007941931027635827,0.20133620810121283
18-01-2025 13:46,Q3 - Oct 2024 to Dec 2024,Q3 2024,SCALEJET TECHNOLOGIES PRIVATE LIMITED,IT Services,Active,4,4,3,4,3,0,0,0,0,1080000,Market Entry,0.10606060606060606,0.00021073989668568996,0.00021415054438433657,0.7200000000000001,0.9,1.0,0.001354756478693721,0.34488337410647457
